-71.4549,-214.6246,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-70.8581,-214.8613,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-70.2717,-215.1139,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-69.6959,-215.3822,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-69.1310,-215.6661,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-68.5771,-215.9654,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-68.0346,-216.2800,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-67.5037,-216.6096,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-66.9847,-216.9540,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-66.4777,-217.3131,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-65.9831,-217.6867,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-65.5010,-218.0746,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-65.0317,-218.4766,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-64.5755,-218.8925,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-64.1325,-219.3220,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
